"교육청명","교육지원청명","유치원코드","유치원명","설립유형","대표자명","원장명","설립일","개원일","주소","전화번호","홈페이지","운영시간","만3세학급수","만4세학급수","만5세학급수","혼합학급수","특수학급수","만3세유아수","만4세유아수","만5세유아수","혼합유아수","특수유아수","공시차수"
"서울특별시교육청","동부교육지원청","1ecec08c-ed85-b044-e053-0a32095ab044","서울중곡초등학교병설유치원","공립(병설)","현은주","현은주","19920206","19920905","서울특별시 중랑구 면목로23길 20","02-2209-1281","http://cg.sen.es.kr/167553/subMenu.do","07시00분~20시00분","1","1","2","0","","14","18","29","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-ed86-b044-e053-0a32095ab044","한울유치원","사립(사인)","김우신","김우신","20000110","20000224","서울특별시 노원구 덕릉로122길 12-6","02-935-3345","http:// www.hanulkid.co.kr","08시00분~17시00분","1","1","1","0","","6","6","14","0","","20212"
"서울특별시교육청","북부교육지원청","1ecec08c-ed87-b044-e053-0a32095ab044","햇살유치원","사립(사인)","김명희","이갑례","19910213","19910213","서울특별시 도봉구 우이천로32길 38","02-904-6248","","08시00분~20시00분","1","2","2","0","","14","25","47","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-ed88-b044-e053-0a32095ab044","효천유치원","사립(사인)","강영철","구성옥","19800301","19800301","서울특별시 노원구 중계로18길 14","02-930-8891","http://hyochunkids.com/","07시50분~19시00분","1","2","1","0","","29","35","28","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-ed89-b044-e053-0a32095ab044","궁전유치원","사립(사인)","백금옥","백금옥","19970214","19970214","서울특별시 은평구 갈현로33길 24","02-383-1667","http://kj16667.happyihome.com","09시00분~17시00분","1","1","1","0","","9","8","19","0","","20182"
"서울특별시교육청","강동송파교육지원청","1ecec08c-ed94-b044-e053-0a32095ab044","꿀벌유치원","사립(사인)","이영자","조윤희","19980304","20091013","서울특별시 송파구 양산로8길 8","02-3401-1752","","08시00분~18시00분","1","2","1","0","","24","41","35","0","","20241"
"서울특별시교육청","강동송파교육지원청","1ecec08c-ed95-b044-e053-0a32095ab044","송원유치원","사립(사인)","심용섭","김정원","19810117","19810311","서울특별시 강동구 성안로 64","02-476-8938","","09시00분~18시00분","2","1","2","0","","40","24","46","0","","20182"
"서울특별시교육청","북부교육지원청","1ecec08c-ee11-b044-e053-0a32095ab044","행복한유치원","사립(사인)","이계화","이계화","20040429","20040429","서울특별시 도봉구 시루봉로6길 86","02-900-8001","","07시30분~19시30분","1","1","1","0","","12","16","19","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-ee12-b044-e053-0a32095ab044","성아유치원","사립(사인)","김영미","김영미","20060816","20060816","서울특별시 은평구 응암로14길 21","02-303-6004","https://sunga.kidsnote.ac","07시00분~20시00분","1","1","2","0","","21","21","32","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-ee13-b044-e053-0a32095ab044","성균관유치원","사립(사인)","이경숙","이정혜","20070301","20070301","서울특별시 은평구 연서로27길 23","02-356-5373","http://www.skkokok.com","07시00분~20시00분","1","2","3","0","","18","38","73","0","","20241"
"서울특별시교육청","동부교육지원청","1ecec08c-ee33-b044-e053-0a32095ab044","백주유치원","사립(사인)","김재영","이명숙","19660127","19660127","서울특별시 동대문구 서울시립대로18길 19","02-2249-5170","http://cafe.daum.net/baekjukids","08시00분~19시00분","1","1","1","0","","6","24","12","0","","20202"
"서울특별시교육청","서부교육지원청","1ecec08c-ee3d-b044-e053-0a32095ab044","동산유치원","사립(법인)","임남희","임남희","19830301","19831101","서울특별시 은평구 증산서길 53-9","02-372-3030","http://dongsankid.kidis.co.kr","07시30분~19시30분","1","2","2","0","","22","41","42","0","","20241"
"서울특별시교육청","중부교육지원청","1ecec08c-ee46-b044-e053-0a32095ab044","강변유치원","사립(법인)","장병일","이수영","19790309","19790309","서울특별시 용산구 이촌로84길 9-7","02-792-2652","","09시00분~17시00분","1","1","1","0","","10","8","16","0","","20241"
"서울특별시교육청","성북강북교육지원청","1ecec08c-ee4e-b044-e053-0a32095ab044","개동유치원","사립(법인)","예수교대한 성결교회 유지재단","이정현","19991228","19991228","서울특별시 성북구 보국문로 143","02-915-5721","http://kaedong.kidswon.com","07시00분~20시00분","1","1","1","0","","10","21","22","0","","20241"
"서울특별시교육청","성북강북교육지원청","1ecec08c-ee4f-b044-e053-0a32095ab044","영광유치원","사립(사인)","왕기은","정은영","19990119","19990119","서울특별시 성북구 북악산로 913","02-923-5900","http://cafe.daum.net/ykkindergarten","07시30분~19시30분","2","2","2","0","","22","42","45","0","","20241"
"서울특별시교육청","성북강북교육지원청","1ecec08c-ee50-b044-e053-0a32095ab044","은영유치원","사립(법인)","재)대한불교보문원","김현주","19871230","19871230","서울특별시 성북구 보문사길 18","02-926-9278","http://cafe.daum.net/dmsdud9278","09시00분~18시00분","2","2","1","0","","35","40","26","0","","20241"
"서울특별시교육청","강서양천교육지원청","1ecec08c-eec5-b044-e053-0a32095ab044","솔샘유치원","사립(사인)","김성진","차영자","19880823","19880823","서울특별시 양천구 목동서로 130","02-2646-2343","","09시30분~20시00분","2","2","1","0","","30","34","22","0","","20182"
"서울특별시교육청","강서양천교육지원청","1ecec08c-eec6-b044-e053-0a32095ab044","한나유치원","사립(사인)","정애선임진열","김옥수","19950104","19950104","서울특별시 강서구 금낭화로 287-19","02-2666-1004","","07시00분~20시00분","1","1","1","0","","20","20","15","0","","20241"
"서울특별시교육청","강서양천교육지원청","1ecec08c-eec7-b044-e053-0a32095ab044","화곡유치원","사립(법인)","김영","김영","19990120","19990120","서울특별시 강서구 까치산로 60","02-2697-3104","","08시00분~18시00분","","","1","0","","","","12","0","","20232"
"서울특별시교육청","남부교육지원청","1ecec08c-eecb-b044-e053-0a32095ab044","정훈유치원","사립(사인)","허태근","허지영","19990601","19990601","서울특별시 구로구 경인로 382","02-2683-6833","","08시00분~19시00분","1","2","2","0","","45","40","49","0","","20241"
"서울특별시교육청","남부교육지원청","1ecec08c-eecc-b044-e053-0a32095ab044","큰나무유치원","사립(사인)","구영옥","차윤정","19980203","19980203","서울특별시 영등포구 도신로 31","02-832-3904","https://bigtreekid.kidsnote.ac","09시00분~18시00분","2","2","1","0","","37","46","29","0","","20241"
"서울특별시교육청","남부교육지원청","1ecec08c-eecd-b044-e053-0a32095ab044","평강유치원","사립(사인)","고기홍","김태숙","19881201","19881201","서울특별시 영등포구 신길로 27","02-848-0502","","07시30분~19시30분","2","2","1","0","","48","52","26","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-eecf-b044-e053-0a32095ab044","선희유치원","사립(사인)","정소영","정희라","19900221","19900221","서울특별시 도봉구 해등로 241","02-906-1614","https://www.instagram.com/sunheekinder/","08시00분~19시00분","1","1","1","0","","6","16","21","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-eed0-b044-e053-0a32095ab044","슬기유치원","사립(사인)","김신영","이명희","20000529","20000529","서울특별시 도봉구 도봉로180나길 33-29","02-954-7771","http://www.seulgi.co.kr","07시00분~22시00분","3","3","2","0","","67","71","58","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-eed1-b044-e053-0a32095ab044","영은유치원","사립(사인)","문동식","이헤경","20030403","19880314","서울특별시 노원구 동일로213길 78","02-932-1001","","07시00분~20시00분","1","1","1","0","","18","20","28","0","","20202"
"서울특별시교육청","서부교육지원청","1ecec08c-eed5-b044-e053-0a32095ab044","서울마포초등학교병설유치원","공립(병설)","오상철","오상철","20001125","20001125","서울특별시 마포구 도화2길 64","02-712-1170","http://mapo.sen.es.kr/140251/subMenu.do","07시30분~20시00분","1","1","2","0","","12","16","30","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-eed6-b044-e053-0a32095ab044","서울상암초등학교병설유치원","공립(병설)","김윤희","김윤희","19960312","19960710","서울특별시 마포구 월드컵북로 353","02-376-4110","http://www.sangam.es.kr","07시30분~19시30분","1","1","1","0","","14","17","11","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-eed7-b044-e053-0a32095ab044","서울신도초등학교병설유치원","공립(병설)","김재영","김재영","19940624","19940910","서울특별시 은평구 진관1로 77-23","02-352-3693","http://www.sindo.sen.es.kr","07시00분~19시00분","","1","1","0","1","","2","7","0","3","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-eed8-b044-e053-0a32095ab044","서일유치원","사립(사인)","설립자 김기덕","조경화","19931231","19931231","서울특별시 마포구 새터산16길 14","02-308-2114","http://www.seoilkids.com","07시00분~20시00분","2","2","2","0","","24","46","49","0","","20241"
"서울특별시교육청","성동광진교육지원청","1ecec08c-eee1-b044-e053-0a32095ab044","선경유치원","사립(법인)","성현정","성현정","19680308","19680308","서울특별시 광진구 뚝섬로66길 14","02-447-0852","http://www.sk-kinder.net","09시00분~18시00분","1","3","2","0","","19","59","41","0","","20241"
"서울특별시교육청","성동광진교육지원청","1ecec08c-eee2-b044-e053-0a32095ab044","성산유치원","사립(법인)","대한예수교장로회고신총회유지재단","조은영","19840310","19840310","서울특별시 광진구 뚝섬로59길 18","02-455-0581","https://bit.ly/30Td83t ","07시00분~19시00분","1","1","1","0","","11","14","16","0","","20241"
"서울특별시교육청","성동광진교육지원청","1ecec08c-eee3-b044-e053-0a32095ab044","자양유치원","사립(사인)","이윤예","이연정","19830314","19830314","서울특별시 광진구 자양로5길 36","02-446-4345","http://www.jayangkids.com/","09시00분~20시00분","","","1","1","","","","19","14","","20202"
"서울특별시교육청","성동광진교육지원청","1ecec08c-eee4-b044-e053-0a32095ab044","프라임유치원","사립(사인)","최을재","정유진","19970305","19970305","서울특별시 광진구 광나루로56길 5","02-453-0671","http://www.primekid.co.kr","08시00분~19시00분","3","3","2","0","","59","61","48","0","","20241"
"서울특별시교육청","강동송파교육지원청","1ecec08c-eee8-b044-e053-0a32095ab044","서울신천초등학교병설유치원","공립(병설)","이선주","이선주","19860301","19860301","서울특별시 송파구 올림픽로 215","02-412-5488","http://www.서울신천병설유치원.com/","07시00분~20시00분","2","1","1","0","1","19","13","18","0","3","20241"
"서울특별시교육청","강동송파교육지원청","1ecec08c-eeec-b044-e053-0a32095ab044","장미유치원","사립(법인)","권오현","김미정","19931222","19931222","서울특별시 송파구 올림픽로35길 118","02-424-0090","http://www.jangmikid.kr","08시00분~19시00분","1","1","1","0","","14","20","24","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-ef03-b044-e053-0a32095ab044","연유치원","사립(사인)","정숙희","정숙희","20060301","20060301","서울특별시 서대문구 명지대길 39-4","02-307-4091","http://cafe.daum.net/yeunkids","07시30분~19시30분","1","2","2","0","","9","26","31","0","","20241"
"서울특별시교육청","강남서초교육지원청","1ecec08c-ef04-b044-e053-0a32095ab044","도곡렉슬유치원","사립(사인)","전영순","정연희","20060221","20060306","서울특별시 강남구 선릉로 221","02-579-7736","","08시30분~18시00분","","","","8","","","","","200","","20241"
"서울특별시교육청","성북강북교육지원청","1ecec08c-ef05-b044-e053-0a32095ab044","두산효자유치원","사립(사인)","석성환","이효자","20030308","20030308","서울특별시 성북구 화랑로48길 16","02-963-8334","http://dshyoja.kidswon.com","07시30분~19시30분","1","2","1","0","","23","28","28","0","","20241"
"서울특별시교육청","동작관악교육지원청","1ecec08c-ef06-b044-e053-0a32095ab044","동원유치원","사립(사인)","차정희","하영남","19930224","19930224","서울특별시 관악구 행운1길 96","02-875-3456","","07시30분~20시00분","","1","2","0","","","19","21","0","","20241"
"서울특별시교육청","동작관악교육지원청","1ecec08c-ef08-b044-e053-0a32095ab044","서울관악초등학교병설유치원","공립(병설)","손애리","손애리","20000115","20000310","서울특별시 관악구 청룡4길 49","02-883-0932","http://seoul-kwanak.sen.es.kr","07시00분~20시00분","1","1","1","0","1","6","14","17","0","4","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-ef26-b044-e053-0a32095ab044","키즈위즈유치원","사립(사인)","민중기","정혜은","20110113","20110113","서울특별시 노원구 덕릉로86길 65","02-930-5525","","08시00분~18시00분","1","1","1","0","","5","9","10","0","","20241"
"서울특별시교육청","성북강북교육지원청","1ecec08c-ef38-b044-e053-0a32095ab044","새싹유치원","사립(법인)","학교법인 은실학원","유청옥","19641007","19641007","서울특별시 성북구 정릉로 282","02-914-6529","http://www.saessakid.co.kr","08시00분~19시00분","1","2","2","0","","16","39","43","0","","20241"
"서울특별시교육청","강동송파교육지원청","1ecec08c-ef39-b044-e053-0a32095ab044","한영중고등학교병설한영유치원","사립(법인)","조윤정","김행기","19880206","19880301","서울특별시 강동구 동남로 832","02-6954-2304","https://www.hanyoung.kg.kr","09시00분~17시00분","3","3","2","0","","62","77","53","0","","20241"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ef9b-b044-e053-0a32095ab044","서울월촌초등학교병설유치원","공립(병설)","이상래","이상래","19860312","19860312","서울특별시 양천구 목동중앙로 132","02-2643-3477","https://swc.sen.es.kr","07시30분~19시30분","1","2","2","0","","13","26","25","0","","20241"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ef9c-b044-e053-0a32095ab044","선미유치원","사립(법인)","정순택","소은영","19730129","19730313","서울특별시 강서구 까치산로2길 43","02-2606-3341","https://cafe.naver.com/sunmikinder3341","08시00분~18시00분","1","2","2","0","","15","19","44","0","","20241"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ef9d-b044-e053-0a32095ab044","솔밭유치원","사립(사인)","기성환","기윤경","19841107","19841107","서울특별시 양천구 신월로10길 2-1","02-2693-0242","","09시00분~18시00분","","","1","2","","","","19","24","","20182"
"서울특별시교육청","남부교육지원청","1ecec08c-efa0-b044-e053-0a32095ab044","미림유치원","사립(사인)","박성근","최경선","19820610","19820610","서울특별시 구로구 개봉로18길 37","02-2612-1006","http://www.미림유치원.kr/","07시20분~19시20분","2","","","1","","34","","","32","","20241"
"서울특별시교육청","동부교육지원청","1ecec08c-efaa-b044-e053-0a32095ab044","예일유치원","사립(사인)","문순","서수진","19930227","19930227","서울특별시 동대문구 사가정로 190","02-2215-0084","","08시00분~18시00분","2","2","2","0","","36","52","47","0","","20241"
"서울특별시교육청","남부교육지원청","1ecec08c-efb3-b044-e053-0a32095ab044","은하유치원","사립(법인)","정순택","문은경","19950301","19950301","서울특별시 영등포구 당산로28길 11","02-2068-0109","","08시50분~18시30분","1","1","1","0","","29","25","29","0","","20241"
"서울특별시교육청","동작관악교육지원청","1ecec08c-efbf-b044-e053-0a32095ab044","서울은로초등학교병설유치원","공립(병설)","최미연","최미연","19850114","19850301","서울특별시 동작구 서달로 115","02-826-5787","http://eunlo.sen.es.kr/index.do","09시00분~19시00분","1","1","2","0","1","13","21","46","0","4","20222"
"서울특별시교육청","동작관악교육지원청","1ecec08c-efc0-b044-e053-0a32095ab044","서울은천초등학교병설유치원","공립(병설)","이미경","이미경","19940805","19940901","서울특별시 관악구 은천로 69","02-883-6421","http://www.euncheon.kg.kr","07시00분~20시00분","1","2","2","0","1","14","20","27","0","5","20241"
"서울특별시교육청","동작관악교육지원청","1ecec08c-efc2-b044-e053-0a32095ab044","예림유치원","사립(사인)","송숙현","송숙현","19890607","19890607","서울특별시 동작구 현충로 151","02-817-1455","http://www.enterkids.com/yerim/","07시00분~19시00분","","","1","1","","","","8","3","","20222"
"서울특별시교육청","북부교육지원청","1ecec08c-efcc-b044-e053-0a32095ab044","보나유치원","사립(법인)","최경희","강온유","19930308","19930501","서울특별시 도봉구 해등로 307","02-956-3197","https://bona.kidswon.com/","07시00분~20시00분","2","1","1","0","","32","15","31","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-efcd-b044-e053-0a32095ab044","공릉 사라유치원","사립(사인)","이복숙","김주리","19830303","19830303","서울특별시 노원구 동일로198가길 13","02-974-7766","http://cafe.naver.com/sarayouchwon","07시30분~19시00분","2","2","1","0","","25","22","29","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-efce-b044-e053-0a32095ab044","상원유치원","사립(사인)","이우원","김종순","19890201","19910119","서울특별시 노원구 노원로19길 33","02-949-0217","","07시00분~19시00분","1","1","2","0","","19","20","34","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-efcf-b044-e053-0a32095ab044","서울수락초등학교병설유치원","공립(병설)","조복주","조복주","20000115","20000301","서울특별시 노원구 동일로 1745","02-951-4146","https://surak.sen.es.kr/","07시30분~19시30분","1","1","1","0","1","3","5","7","0","5","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-efd7-b044-e053-0a32095ab044","육사유치원","사립(사인)","육군사관학교장","조희수","19900301","19950501","서울특별시 노원구 화랑로 564","02-972-0451","","07시30분~19시30분","1","1","1","0","","11","16","15","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-efd8-b044-e053-0a32095ab044","이레유치원","사립(사인)","유광선","황민경","19951207","19951207","서울특별시 노원구 월계로55길 16","02-979-8293~4","http://jireh.kidis.co.kr/","09시00분~20시00분","","","","5","","","","","73","","20192"
"서울특별시교육청","북부교육지원청","1ecec08c-efd9-b044-e053-0a32095ab044","정의유치원","사립(법인)","윤남훈","김영희","19800119","19800119","서울특별시 도봉구 노해로49길 69","02-992-5108","http://www.jeongeui.kg.kr/main/main.html","07시30분~19시30분","1","2","3","0","","19","33","56","0","","20241"
"서울특별시교육청","북부교육지원청","1ecec08c-efda-b044-e053-0a32095ab044","청아유치원","사립(사인)","이민숙","최은정","19931216","19931216","서울특별시 도봉구 노해로69가길 11","02-907-3811","https://cheonga.kidsnote.ac","07시30분~19시20분","1","1","2","0","","15","17","41","0","","20241"
"서울특별시교육청","서부교육지원청","1ecec08c-efe0-b044-e053-0a32095ab044","배영유치원","사립(사인)","문세라","문세라","19610410","19610410","서울특별시 마포구 잔다리로6길 11","02-334-3405","http://www.bykkid.co.kr","08시00분~20시00분","1","2","1","0","","25","33","26","0","","20241"
"서울특별시교육청","성북강북교육지원청","1ecec08c-efed-b044-e053-0a32095ab044","영암유치원","사립(법인)","서울노회유지재단","이선미","19870228","19870228","서울특별시 성북구 안암로7길 66","02-922-4773","https://youngahm.modoo.at/","09시00분~20시00분","1","1","1","0","","22","26","22","0","","20241"
