교육청명,교육지원청명,유치원코드,유치원명,설립유형,독립편성학급수,오후재편성학급수,운영시간,독립편성참여원아수,오후재편성참여원아수,정규교사수,기간제교사수,강사수,공시차수,주소
서울특별시교육청,북부교육지원청,1ecec08d-0b2d-b044-e053-0a32095ab044,한양유치원,사립(법인),0,5,08시00분~19시00분,0,94,5,0,0,20241,서울특별시 노원구 마들로 31
서울특별시교육청,북부교육지원청,1ecec08d-0bb4-b044-e053-0a32095ab044,꿈터유치원,사립(사인),5,0,07시00분~20시00분,100,0,5,0,0,20241,서울특별시 노원구 동일로230길 63
서울특별시교육청,북부교육지원청,1ecec08d-0c09-b044-e053-0a32095ab044,한성유치원,사립(사인),0,9,07시30분~20시00분,0,225,9,0,2,20241,서울특별시 노원구 한글비석로 145
서울특별시교육청,북부교육지원청,1ecec08d-0cc4-b044-e053-0a32095ab044,서울태랑초등학교병설유치원,공립(병설),0,2,07시00분~19시00분,,24,0,0,3,20241,서울특별시 노원구 화랑로51나길 31
서울특별시교육청,북부교육지원청,1ecec08d-0d3b-b044-e053-0a32095ab044,서울연촌초등학교병설유치원,공립(병설),0,2,07시00분~19시00분,0,31,0,0,0,20241,서울특별시 노원구 공릉로58길 36
서울특별시교육청,북부교육지원청,1ecec08d-0d3c-b044-e053-0a32095ab044,성희유치원,사립(사인),2,0,07시30분~19시30분,53,,2,0,0,20241,서울특별시 노원구 동일로215길 48
서울특별시교육청,북부교육지원청,1ecec08d-0d3e-b044-e053-0a32095ab044,연세유치원,사립(사인),0,6,07시00분~20시00분,0,98,6,0,0,20241,서울특별시 노원구 섬밭로 265
서울특별시교육청,북부교육지원청,1ecec08d-0e2e-b044-e053-0a32095ab044,서울동일초등학교병설유치원,공립(병설),0,3,07시00분~19시30분,,44,0,0,3,20241,서울특별시 노원구 한글비석로 566
서울특별시교육청,북부교육지원청,1ecec08d-0e37-b044-e053-0a32095ab044,청원유치원,사립(법인),0,3,08시00분~19시00분,0,99,0,3,0,20241,서울특별시 노원구 한글비석로 506
서울특별시교육청,북부교육지원청,1ecec08d-0e55-b044-e053-0a32095ab044,서울상경초등학교병설유치원,공립(병설),0,3,07시20분~19시20분,,29,0,0,3,20241,서울특별시 노원구 수락산로 237
서울특별시교육청,북부교육지원청,1ecec08d-0ef1-b044-e053-0a32095ab044,노원 삼육유치원,사립(법인),0,2,08시00분~19시00분,,40,3,0,0,20241,서울특별시 노원구 공릉로42길 13-1
서울특별시교육청,북부교육지원청,1ff76abf-a519-49f7-9c73-cdb63feb87e7,서울연지유치원,공립(단설),0,4,07시00분~20시00분,0,63,0,0,4,20241,서울특별시 노원구 월계로55길 16
서울특별시교육청,북부교육지원청,233930d4-6ab2-4671-88de-f431e1ea4801,서울수락산유치원,공립(단설),0,4,07시30분~19시30분,,47,0,0,4,20241,서울특별시 노원구 동일로245길 162
서울특별시교육청,북부교육지원청,30a543a1-a1cd-4d01-b5a2-1ff881664d96,서울상원초등학교병설유치원,공립(병설),0,1,09시00분~19시00분,,13,0,0,1,20241,서울특별시 노원구 한글비석로54길 119
서울특별시교육청,북부교육지원청,5273f8fa-4226-465b-8a8e-83d366b4c2fe,서울당현초등학교병설유치원,공립(병설),0,3,07시00분~19시00분,0,40,0,0,3,20241,서울특별시 노원구 동일로213길 52
서울특별시교육청,북부교육지원청,55377202-19bf-46f9-93eb-e81f4c49ddba,서울용동초등학교병설유치원,공립(병설),0,1,07시00분~19시00분,0,2,0,0,1,20241,서울특별시 노원구 한글비석로1길 81-11
서울특별시교육청,북부교육지원청,7594e46b-0646-4ce2-9bce-ad3493a6b4ad,꿈동산아이유치원,사립(법인),0,9,07시50분~19시00분,,193,8,1,0,20241,서울특별시 노원구 동일로227길 26
서울특별시교육청,북부교육지원청,7b5c2e25-68ac-47e2-b661-53b594c85e6f,서울공연초등학교병설유치원,공립(병설),0,1,07시30분~19시30분,0,17,0,0,1,20241,서울특별시 노원구 동일로192가길 16
서울특별시교육청,북부교육지원청,b773220d-b371-4bc5-85f6-2bb2c8d0fee0,서울월계초등학교병설유치원,공립(병설),2,0,07시30분~19시30분,25,,0,0,2,20241,서울특별시 노원구 월계로45가길 10
서울특별시교육청,북부교육지원청,d2ef6fed-c1e4-417d-8794-73f74106491f,서울계상초등학교병설유치원,공립(병설),0,2,07시00분~19시00분,0,11,0,0,2,20241,서울특별시 노원구 한글비석로41가길 24
서울특별시교육청,북부교육지원청,f989a1f7-1610-4bc9-8ead-ddb5fdfdfe1e,서울태릉초등학교병설유치원,공립(병설),0,1,07시30분~19시30분,0,12,0,0,2,20241,서울특별시 노원구 노원로1길 36
